"","order","family_w_n","family","scientific_name","common_jp_name","coastal_fish","avr_identity","avr_lod","water_area","habitat","depth_s","depth_d","n_reads","freq"
"Taxa0329","Scorpaeniformes","324_Agonidae","Agonidae","Ulcina olrikii","該当属名・和名なし","Ex","99.4","HIGH",NA,NA,NA,NA,"46",1
"Taxa0330","Scorpaeniformes","327_Cyclopteridae","Cyclopteridae","Lethotremus awae","ダンゴウオ","C","99.25","HIGH","S","demersal",0,20,"902",8
"Taxa0331","Scorpaeniformes","328_Liparidae","Liparidae","Liparis punctulatus","スナビクニン","C","99.99","HIGH","S","demersal",0,20,"45338",145
"Taxa0332","Scorpaeniformes","328_Liparidae","Liparidae","Paraliparis rosaceus","アオインキウオ","D","100","HIGH","S","bathydemersal",1050,3358,"361",3
"Taxa0333","Scorpaeniformes","328_Liparidae","Liparidae","U98.5_Liparis punctulatus","スナビクニンと近縁な種","C","98.2","HIGH","S","demersal",0,20,"160",1
"Taxa0334","Perciformes","330_Ambassidae","Ambassidae","Ambassis vachellii","トゲナガタカサゴイシモチと同じ属の種","Ex","100","LOW","FBS","demersal",NA,NA,"103",3
"Taxa0335","Perciformes","330_Ambassidae","Ambassidae","Parambassis sp CBM ZF 18782","インディアングラスフィッシュと同じ属の種","Ex","100","HIGH",NA,NA,NA,NA,"13",1
"Taxa0336","Perciformes","332_Moronidae","Moronidae","Lateolabrax japonicus","スズキ","C","99.99","HIGH","FBS","reef-associated",5,NA,"169,249",260
"Taxa0337","Perciformes","332_Moronidae","Moronidae","Lateolabrax latus","ヒラスズキ","C","99.98","HIGH","S","demersal",NA,NA,"55,880",228
"Taxa0338","Perciformes","333_Percichthyidae","Percichthyidae","Nannoperca australis","該当属名・和名なし","Ex","100","HIGH","F","benthopelagic",NA,NA,"66",2
"Taxa0339","Perciformes","335_Acropomatidae","Acropomatidae","Malakichthys barbatus","ヒゲオオメハタ","D","100","MODERATE","S","bathypelagic",100,600,"178",3
"Taxa0340","Perciformes","335_Acropomatidae","Acropomatidae","Malakichthys griseus","オオメハタ","D","100","MODERATE","S","pelagic-oceanic",NA,NA,"273",8
"Taxa0341","Perciformes","335_Acropomatidae","Acropomatidae","Synagrops japonicus","スミクイウオ","D","100","LOW","S","benthopelagic",50,1000,"15",1
"Taxa0342","Perciformes","338_Serranidae","Serranidae","Caprodon schlegelii","アカイサキ","C","99.95","HIGH","S","benthopelagic",50,200,"1,393",12
"Taxa0343","Perciformes","338_Serranidae","Serranidae","Cephalopholis argus","アオノメハタ","C","100","HIGH","S","reef-associated",1,40,"10",1
"Taxa0344","Perciformes","338_Serranidae","Serranidae","Chelidoperca hirundinacea","ヒメコダイ","C","100","HIGH","S","demersal",80,200,"805",2
"Taxa0345","Perciformes","338_Serranidae","Serranidae","Cromileptes altivelis","サラサハタ","C","100","LOW","S","reef-associated",2,40,"87",2
"Taxa0346","Perciformes","338_Serranidae","Serranidae","Epinephelu sp CBM DNA 19 231","該当属名・和名なし","C","98.8","LOW",NA,NA,NA,NA,"45",1
"Taxa0347","Perciformes","338_Serranidae","Serranidae","Epinephelus akaara","キジハタ","C","100","HIGH","S","reef-associated",1,55,"24",1
"Taxa0348","Perciformes","338_Serranidae","Serranidae","Epinephelus areolatus","オオモンハタ","C","100","HIGH","S","reef-associated",6,200,"222",8
"Taxa0349","Perciformes","338_Serranidae","Serranidae","Epinephelus fasciatus","アカハタ","C","99.72","HIGH","BS","reef-associated",4,160,"520",13
"Taxa0350","Perciformes","338_Serranidae","Serranidae","Epinephelus melanostigma","スミツキハタ","C","100","HIGH","S","reef-associated",0,30,"20",1
"Taxa0351","Perciformes","338_Serranidae","Serranidae","Epinephelus merra","カンモンハタ","C","100","HIGH","S","reef-associated",0,50,"104",1
"Taxa0352","Perciformes","338_Serranidae","Serranidae","Epinephelus miliaris","ホウセキハタモドキ","C","100","HIGH","S","reef-associated",1,200,"62",1
"Taxa0353","Perciformes","338_Serranidae","Serranidae","Epinephelus moara","クエ","C","99.99","LOW",NA,NA,NA,NA,"1,958",41
"Taxa0354","Perciformes","338_Serranidae","Serranidae","Epinephelus rivulatus","シモフリハタ","C","100","HIGH","S","reef-associated",1,150,"98",2
"Taxa0355","Perciformes","338_Serranidae","Serranidae","Epinephelus septemfasciatus","マハタ","C","100","HIGH",NA,NA,NA,NA,"289",1
"Taxa0356","Perciformes","338_Serranidae","Serranidae","Grammistes sexlineatus","ヌノサラシ","C","100","HIGH","S","reef-associated",1,130,"78",1
"Taxa0357","Perciformes","338_Serranidae","Serranidae","Plectranthias azumanus","チゴハナダイと同じ属の種","Ex","100","HIGH",NA,NA,NA,NA,"586",2
"Taxa0358","Perciformes","338_Serranidae","Serranidae","Pseudanthias hypselosoma","ケラマハナダイ","Ex","100","HIGH","S","reef-associated",6,50,"19",1
"Taxa0359","Perciformes","338_Serranidae","Serranidae","Pseudanthias ignitus","フレーム・アンティアス","Ex","100","HIGH","S","reef-associated",10,40,"121",2
"Taxa0360","Perciformes","338_Serranidae","Serranidae","Pseudanthias rubrolineatus","イトヒキコハクハナダイ","C","98.8","MODERATE","S","bathydemersal",60,400,"436",7
"Taxa0361","Perciformes","338_Serranidae","Serranidae","Pseudanthias squamipinnis","キンギョハナダイ","C","98.8","MODERATE","S","reef-associated",0,55,"1420",13
"Taxa0362","Perciformes","338_Serranidae","Serranidae","Sacura margaritacea","サクラダイ","C","100","HIGH","S","demersal",15,50,"456",11
"Taxa0363","Perciformes","338_Serranidae","Serranidae","Selenanthias analis","スミツキハナダイ","D","100","HIGH","S","demersal",129,204,"88",1
"Taxa0364","Perciformes","338_Serranidae","Serranidae","Serranidae sp JL-2015","該当属名・和名なし","C","99.8","LOW",NA,NA,NA,NA,"130",3
"Taxa0365","Perciformes","338_Serranidae","Serranidae","Symphysanodon katayamai","カワリハナダイ","C","100","HIGH","S","demersal",91,183,"13",1
"Taxa0366","Perciformes","338_Serranidae","Serranidae","U98.5_Pseudanthias rubrolineatus gotu1","イトヒキコハクハナダイと近縁な種","C","98.2","MODERATE","S","bathydemersal",60,400,"72",2
"Taxa0367","Perciformes","341_Callanthiidae","Callanthiidae","Callanthias japonicus","シキシマハナダイ","C","100","HIGH","S","benthopelagic",70,200,"16",2
"Taxa0368","Perciformes","342_Pseudochromidae","Pseudochromidae","Pseudochromis tapeinosoma","カツイロニセスズメ","C","100","HIGH","S","reef-associated",2,60,"287",5
"Taxa0369","Perciformes","344_Plesiopidae","Plesiopidae","Plesiops nakaharae","ナカハラタナバタウオ","C","99.87","LOW","S","reef-associated",NA,NA,"235",9
"Taxa0370","Perciformes","346_Opistognathidae","Opistognathidae","Opistognathus liturus","セトアマダイ","C","100","MODERATE","S","demersal",NA,NA,"169",1
"Taxa0371","Perciformes","349_Centrarchidae","Centrarchidae","Lepomis macrochirus","ブルーギル","F","100","HIGH","F","benthopelagic",NA,NA,"375",1
"Taxa0372","Perciformes","349_Centrarchidae","Centrarchidae","Micropterus salmoides salmoides","オオクチバス","F","100","LOW","F","benthopelagic",NA,7,"370",2
"Taxa0373","Perciformes","350_Percidae","Percidae","Etheostoma caeruleum","バンデッドダーターと同じ属の種","Ex","100","HIGH","F","benthopelagic",NA,NA,"23",1
"Taxa0374","Perciformes","351_Priacanthidae","Priacanthidae","Priacanthus blochii","アカネキントキ","C","100","LOW","S","reef-associated",15,30,"176",3
"Taxa0375","Perciformes","352_Apogonidae","Apogonidae","Apogon coccineus","コミナトテンジクダイ","C","100","HIGH","S","reef-associated",8,35,"102",2
"Taxa0376","Perciformes","352_Apogonidae","Apogonidae","Apogon seminigracaudus","アマミイシモチと同じ属の種","C","100","HIGH","S","reef-associated",1,30,"13",1
"Taxa0377","Perciformes","352_Apogonidae","Apogonidae","Apogon unicolor","ハナイシモチ","C","100","HIGH","S","reef-associated",10,35,"144",1
"Taxa0378","Perciformes","352_Apogonidae","Apogonidae","Apogonichthyoides niger","クロイシモチ","C","100","HIGH","S","demersal",NA,NA,"970",21
"Taxa0379","Perciformes","352_Apogonidae","Apogonidae","Apogonichthys ocellatus","マトシボリ","C","100","HIGH","S","reef-associated",1,5,"21",1
"Taxa0380","Perciformes","352_Apogonidae","Apogonidae","Ostorhinchus cookii","オオスジイシモチと同じ属の種","C","99.4","HIGH","S","reef-associated",1,10,"173",1
"Taxa0381","Perciformes","352_Apogonidae","Apogonidae","Ostorhinchus doederleini","オオスジイシモチ","C","99.95","HIGH","S","reef-associated",0,10,"4017",49
"Taxa0382","Perciformes","352_Apogonidae","Apogonidae","Ostorhinchus endekataenia","コスジイシモチ","C","100","HIGH","S","reef-associated",25,30,"867",14
"Taxa0383","Perciformes","352_Apogonidae","Apogonidae","Ostorhinchus kiensis","テッポウイシモチ","C","100","HIGH","BS","reef-associated",0,50,"31",1
"Taxa0384","Perciformes","352_Apogonidae","Apogonidae","Ostorhinchus notatus","クロホシイシモチ","C","100","HIGH","S","reef-associated",0,20,"7303",43
"Taxa0385","Perciformes","352_Apogonidae","Apogonidae","Ostorhinchus properuptus","キンセンイシモチ","C","99.8","HIGH","S","reef-associated",1,30,"120",3
"Taxa0386","Perciformes","352_Apogonidae","Apogonidae","Ostorhinchus semilineatus","ネンブツダイ","C","99.98","HIGH","BS","reef-associated",3,100,"5223",78
"Taxa0387","Perciformes","352_Apogonidae","Apogonidae","Ostorhinchus sp NSMT P62210","オオスジイシモチと同じ属の種","C","99.4","HIGH",NA,NA,NA,NA,"223",4
"Taxa0388","Perciformes","352_Apogonidae","Apogonidae","Pristiapogon exostigma","該当属名・和名なし","C","100","HIGH","S","reef-associated",3,40,"1251",10
"Taxa0389","Perciformes","352_Apogonidae","Apogonidae","Pseudamiops gracilicauda","クダリボウズギスモドキ","C","100","MODERATE","S","reef-associated",5,30,"45",1
"Taxa0390","Perciformes","352_Apogonidae","Apogonidae","Rhabdamia spilota","スカシテンジクダイ属の一種","C","100","HIGH","S","reef-associated",20,55,"51",1
"Taxa0391","Perciformes","352_Apogonidae","Apogonidae","U98.5_Apogon semiornatus","ヤミテンジクダイと近縁な種","C","98.2","HIGH","S","reef-associated",5,30,"19",1
"Taxa0392","Perciformes","352_Apogonidae","Apogonidae","U98.5_Apogon sp RYUKYU-ISHIMOCHI gotu1","アマミイシモチと同じ属の種と近縁な種","C","86.2","LOW",NA,NA,NA,NA,"140",2
"Taxa0393","Perciformes","352_Apogonidae","Apogonidae","U98.5_Apogon unicolor gotu1","ハナイシモチと近縁な種","C","84.9","LOW","S","reef-associated",10,35,"1044",19
"Taxa0394","Perciformes","352_Apogonidae","Apogonidae","U98.5_Jaydia carinatus gotu1","テンジクダイと同じ属の種と近縁な種","C","85.1","LOW","S","reef-associated",50,146,"328",7
"Taxa0395","Perciformes","352_Apogonidae","Apogonidae","U98.5_Jaydia carinatus gotu2","テンジクダイと同じ属の種と近縁な種","C","85.7","LOW","S","reef-associated",50,146,"146",6
"Taxa0396","Perciformes","352_Apogonidae","Apogonidae","U98.5_Ostorhinchus sp NSMT P62210 gotu1","オオスジイシモチと同じ属の種と近縁な種","C","97","MODERATE",NA,NA,NA,NA,"250",5
"Taxa0397","Perciformes","354_Sillaginidae","Sillaginidae","Sillago ingenuua","ホシギスと同じ属の種","Ex","99.6","LOW","S","demersal",20,50,"86",3
"Taxa0398","Perciformes","354_Sillaginidae","Sillaginidae","Sillago japonica","シロギス","C","99.99","HIGH","S","demersal",0,30,"27658",120
"Taxa0399","Perciformes","355_Malacanthidae","Malacanthidae","Branchiostegus japonicus","アカアマダイ","C","100","MODERATE","S","demersal",30,200,"22",1
"Taxa0400","Perciformes","355_Malacanthidae","Malacanthidae","Branchiostegus okinawaensis","シロアマダイと同じ属の種","Ex","100","LOW",NA,NA,NA,NA,"44",1
"Taxa0401","Perciformes","355_Malacanthidae","Malacanthidae","Hoplolatilus purpureus","ホプロラティルス・プルプレウス","Ex","100","HIGH","S","reef-associated",30,85,"15",1
"Taxa0402","Perciformes","358_Scombropidae","Scombropidae","Scombrops boops","ムツ","C","99.92","MODERATE","S","benthopelagic",20,400,"15281",63
"Taxa0403","Perciformes","358_Scombropidae","Scombropidae","Scombrops sp SI-2017","ムツと同じ属の種","C","99.4","LOW",NA,NA,NA,NA,"26",1
"Taxa0404","Perciformes","363_Echeneidae","Echeneidae","Remora osteochir","ヒシコバン","C","100","HIGH","S","pelagic-oceanic",NA,200,"288",6
"Taxa0405","Perciformes","364_Carangidae","Carangidae","Carangoides orthogrammus","ナンヨウカイワリ","C","100","HIGH","S","reef-associated",3,168,"28",2
"Taxa0406","Perciformes","364_Carangidae","Carangidae","Caranx ignobilis","ロウニンアジ","C","100","HIGH","BS","reef-associated",10,188,"15",1
"Taxa0407","Perciformes","364_Carangidae","Carangidae","Decapterus macarellus","クサヤモロ","C","100","HIGH","S","pelagic-oceanic",0,400,"169",6
"Taxa0408","Perciformes","364_Carangidae","Carangidae","Decapterus macrosoma","モロ","C","100","HIGH","S","reef-associated",20,214,"48",2
"Taxa0409","Perciformes","364_Carangidae","Carangidae","Decapterus maruadsi","マルアジ","C","99.99","HIGH","S","reef-associated",0,NA,"5,123",44
"Taxa0410","Perciformes","364_Carangidae","Carangidae","Decapterus muroadsi","ムロアジ","C","100","HIGH","S","pelagic-oceanic",1,320,"50",1
"Taxa0411","Perciformes","364_Carangidae","Carangidae","Pseudocaranx dentex","シマアジ","C","100","HIGH","BS","reef-associated",10,238,"2688",25
"Taxa0412","Perciformes","364_Carangidae","Carangidae","Selar crumenophthalmus","メアジ","C","100","HIGH","S","reef-associated",0,170,"350",5
"Taxa0413","Perciformes","364_Carangidae","Carangidae","Seriola dumerili","カンパチ","C","99.94","HIGH","S","reef-associated",1,360,"7,033",31
"Taxa0414","Perciformes","364_Carangidae","Carangidae","Seriola lalandi","ヒラマサ","C","100","HIGH","BS","benthopelagic",3,825,"3111",32
"Taxa0415","Perciformes","364_Carangidae","Carangidae","Seriola quinqueradiata","ブリ","C","99.35","HIGH","S","demersal",NA,100,"12028",61
"Taxa0416","Perciformes","364_Carangidae","Carangidae","Seriola rivoliana","ヒレナガカンパチ","C","100","HIGH","S","reef-associated",5,245,"618",2
"Taxa0417","Perciformes","364_Carangidae","Carangidae","Trachinotus baillonii","コバンアジ","C","100","HIGH","BS","reef-associated",0,3,"1357",17
"Taxa0418","Perciformes","364_Carangidae","Carangidae","Trachinotus blochii","マルコバン","C","100","HIGH","BS","reef-associated",1,7,"42",2
"Taxa0419","Perciformes","364_Carangidae","Carangidae","Trachurus japonicus","マアジ","C","99.98-100","LOW-MODERATE","BS","pelagic-oceanic",0,1050,"75049",208
"Taxa0420","Perciformes","364_Carangidae","Carangidae","U98.5_Seriola quinqueradiata","ブリと近縁な種","C","98.3","MODERATE","S","demersal",NA,100,"13",1
"Taxa0421","Perciformes","366_Leiognathidae","Leiognathidae","Equulites elongatus","ヒメヒイラギ","C","100","HIGH","S","demersal",20,100,"47",1
"Taxa0422","Perciformes","366_Leiognathidae","Leiognathidae","Equulites rivulatus","オキヒイラギ","C","99.97","HIGH","S","demersal",NA,20,"4,700",37
"Taxa0423","Perciformes","366_Leiognathidae","Leiognathidae","Nuchequula nuchalis","ヒイラギ","C","99.98","HIGH","BS","pelagic-neritic",NA,NA,"4069",32
"Taxa0424","Perciformes","367_Bramidae","Bramidae","U98.5_Pterycombus petersii","リュウグウノヒメと近縁な種","P","83.4","LOW","S","pelagic-oceanic",0,340,"129",1
"Taxa0425","Perciformes","369_Emmelichthyidae","Emmelichthyidae","Erythrocles microceps","ヒチビキ","P","100","HIGH","S","demersal",NA,120,"15",1
"Taxa0426","Perciformes","369_Emmelichthyidae","Emmelichthyidae","Erythrocles schlegelii","ハチビキ","P","100","HIGH","S","demersal",NA,NA,"443",3
"Taxa0427","Perciformes","370_Lutjanidae","Lutjanidae","Lutjanus bengalensis","ベンガルフエダイ","C","99.4","HIGH","S","reef-associated",10,30,"570",1
"Taxa0428","Perciformes","370_Lutjanidae","Lutjanidae","Lutjanus fulviflamma","ニセクロホシフエダイ","C","100","HIGH","BS","reef-associated",3,35,"480",2
"Taxa0429","Perciformes","370_Lutjanidae","Lutjanidae","Lutjanus monostigma","イッテンフエダイ","C","100","MODERATE","S","reef-associated",1,60,"212",4
"Taxa0430","Perciformes","370_Lutjanidae","Lutjanidae","Lutjanus quinquelineatus","ロクセンフエダイ","C","100","LOW","S","reef-associated",2,40,"96",2
"Taxa0431","Perciformes","370_Lutjanidae","Lutjanidae","Lutjanus rivulatus","ナミフエダイ","C","100","MODERATE","S","reef-associated",50,100,"122",3
"Taxa0432","Perciformes","371_Caesionidae","Caesionidae","Pterocaesio marri","ニセタカサゴ","C","100","LOW","S","reef-associated",2,25,"30",1
"Taxa0433","Perciformes","373_Gerreidae","Gerreidae","Gerres oyena","クロサギ","C","100","LOW","BS","reef-associated",0,20,"193",7
"Taxa0434","Perciformes","373_Gerreidae","Gerreidae","Gerres sp CBM ZF 19209","セッパリサギと同じ属の種","C","100","HIGH",NA,NA,NA,NA,"105",2
"Taxa0435","Perciformes","374_Haemulidae","Haemulidae","Diagramma picta","コロダイ","C","99.95","LOW",NA,NA,NA,NA,"415",11
"Taxa0436","Perciformes","374_Haemulidae","Haemulidae","Hapalogenys kishinouyei","シマセトダイ","C","100","HIGH","S","benthopelagic",NA,NA,"116",1
"Taxa0437","Perciformes","374_Haemulidae","Haemulidae","Hapalogenys sennin","ヒゲダイ","C","100","HIGH","S","pelagic-neritic",NA,50,"114",4
"Taxa0438","Perciformes","374_Haemulidae","Haemulidae","Parapristipoma trilineatum","イサキ","C","99.98","HIGH","S","benthopelagic",NA,NA,"18537",106
"Taxa0439","Perciformes","374_Haemulidae","Haemulidae","Plectorhinchus cinctus","コショウダイ","C","99.96","HIGH","S","reef-associated",NA,NA,"16041",134
"Taxa0440","Perciformes","374_Haemulidae","Haemulidae","Pomadasys maculatum","マダラミゾイサキ","C","100","HIGH",NA,NA,NA,NA,"27",2
"Taxa0441","Perciformes","374_Haemulidae","Haemulidae","Pomadasys sp CBM ZF 18112","ホシミゾイサキ属の一種","C","100","HIGH",NA,NA,NA,NA,"5164",5
"Taxa0442","Perciformes","376_Nemipteridae","Nemipteridae","Nemipterus japonicus","ニホンイトヨリ","Ex","100","HIGH","S","demersal",5,80,"27",1
"Taxa0443","Perciformes","376_Nemipteridae","Nemipteridae","Nemipterus nematophorus","ヒライトヨリと同じ属の種","Ex","100","HIGH","S","demersal",NA,75,"228",2
"Taxa0444","Perciformes","376_Nemipteridae","Nemipteridae","Pentapodus bifasciatus","キツネウオ属の一種","Ex","100","HIGH","S","reef-associated",2,20,"105",1
"Taxa0445","Perciformes","376_Nemipteridae","Nemipteridae","Pentapodus setosus","キツネウオ属の一種","Ex","100","HIGH","S","reef-associated",5,50,"231",2
"Taxa0446","Perciformes","377_Lethrinidae","Lethrinidae","Lethrinus genivittatus","イトフエフキ"," C","100","HIGH","BS","reef-associated",5,25,"597",8
"Taxa0447","Perciformes","377_Lethrinidae","Lethrinidae","Lethrinus microdon","オオフエフキ","Ex","100","HIGH","S","reef-associated",10,80,"174",1
"Taxa0448","Perciformes","377_Lethrinidae","Lethrinidae","Lethrinus nebulosus","ハマフエフキ","C","100","HIGH","BS","reef-associated",10,75,"310",4
"Taxa0449","Perciformes","377_Lethrinidae","Lethrinidae","U98.5_Lethrinus olivaceus","キツネフエフキと近縁な種","C","96.4","LOW","S","reef-associated",1,185,"28",1
"Taxa0450","Perciformes","378_Sparidae","Sparidae","Acanthopagrus latus","キチヌ","C","100","HIGH","FBS","demersal",NA,NA,"2,661",20
"Taxa0451","Perciformes","378_Sparidae","Sparidae","Acanthopagrus schlegelii","クロダイ","C","100","LOW","BS","demersal",15,NA,"621,772",504
"Taxa0452","Perciformes","378_Sparidae","Sparidae","Dentex hypselosomus","キダイ","C","100","MODERATE","S","demersal",NA,NA,"64",1
"Taxa0453","Perciformes","378_Sparidae","Sparidae","Evynnis tumifrons","チダイ","C","99.95-100","LOW-MODERATE","S","demersal",30,346,"3,458",27
"Taxa0454","Perciformes","378_Sparidae","Sparidae","Pagrus major","マダイ","C","99.99","HIGH","S","demersal",10,200,"17468",110
"Taxa0455","Perciformes","378_Sparidae","Sparidae","Rhabdosargus sarba","ヘダイ","C","100","HIGH","BS","reef-associated",0,60,"2241",28
"Taxa0456","Perciformes","380_Polynemidae","Polynemidae","Polydactylus microstomus","ツバメコノシロと同じ属の種","C","100","HIGH","BS","demersal",2,55,"17",1
"Taxa0457","Perciformes","380_Polynemidae","Polynemidae","Polydactylus plebeius","ツバメコノシロ","C","100","HIGH","BS","demersal",NA,122,"9",1
"Taxa0458","Perciformes","380_Polynemidae","Polynemidae","Polydactylus sexfilis","ナンヨウアゴナシ","C","100","HIGH","FBS","reef-associated",1,50,"15",1
"Taxa0459","Perciformes","380_Polynemidae","Polynemidae","Polynemus aquilonaris","該当属名・和名なし","C","100","MODERATE","FB","demersal",NA,NA,"56",1
"Taxa0460","Perciformes","381_Sciaenidae","Sciaenidae","Argyrosomus japonicus","オオニベ","C","100","LOW","BS","benthopelagic",NA,NA,"15",1
"Taxa0461","Perciformes","381_Sciaenidae","Sciaenidae","Johnius carouna","ヒゲイシモチと同じ属の種","Ex","100","HIGH","FBS","benthopelagic",NA,NA,"102",1
"Taxa0462","Perciformes","381_Sciaenidae","Sciaenidae","Nibea mitsukurii","ニベ","C","99.92","LOW","S","benthopelagic",NA,NA,"3,271",32
"Taxa0463","Perciformes","381_Sciaenidae","Sciaenidae","Pennahia anea","ペンナヒア・アネア","C","100","HIGH","S","demersal",NA,60,"72",1
"Taxa0464","Perciformes","381_Sciaenidae","Sciaenidae","Pennahia argentata","シログチ","C","100","HIGH","S","benthopelagic",20,140,"407",4
"Taxa0465","Perciformes","382_Mullidae","Mullidae","Mulloidichthys vanicolensis","アカヒメジ","C","100","HIGH","S","reef-associated",1,113,"73",1
"Taxa0466","Perciformes","382_Mullidae","Mullidae","Parupeneus ciliatus","ホウライヒメジ","C","100","HIGH","S","reef-associated",2,91,"12,458",114
"Taxa0467","Perciformes","382_Mullidae","Mullidae","Parupeneus indicus","コバンヒメジ","C","100","HIGH","BS","reef-associated",10,30,"916",19
"Taxa0468","Perciformes","382_Mullidae","Mullidae","Parupeneus multifasciatus","オジサン","C","100","LOW",NA,NA,NA,NA,"178",5
"Taxa0469","Perciformes","382_Mullidae","Mullidae","Parupeneus spilurus","オキナヒメジ","C","99.92","HIGH","BS","reef-associated",10,80,"366",8
"Taxa0470","Perciformes","382_Mullidae","Mullidae","Upeneus japonicus","ヒメジ","C","100","LOW","S","reef-associated",4,200,"689",18
"Taxa0471","Perciformes","382_Mullidae","Mullidae","Upeneus tragula","ヨメヒメジ","C","100","HIGH","BS","reef-associated",0,42,"705",16
"Taxa0472","Perciformes","383_Pempheridae","Pempheridae","Parapriacanthus ransonneti","キンメモドキ","C","99.95","HIGH","S","reef-associated",NA,550,"1090",13
"Taxa0473","Perciformes","383_Pempheridae","Pempheridae","Pempheris adusta","リュウキュウハタンポ ","C","100","HIGH","S","reef-associated",0,20,"453",5
"Taxa0474","Perciformes","383_Pempheridae","Pempheridae","Pempheris japonica","ツマグロハタンポ","C","99.98","HIGH","S","benthopelagic",NA,NA,"5929",29
"Taxa0475","Perciformes","383_Pempheridae","Pempheridae","Pempheris oualensis","ユメハタンポ","C","99.4","HIGH","S","reef-associated",1,36,"18",1
"Taxa0476","Perciformes","383_Pempheridae","Pempheridae","Pempheris schwenkii","ミナミハタンポ","C","99.99","LOW","S","reef-associated",5,40,"47249",153
"Taxa0477","Perciformes","391_Kyphosidae","Kyphosidae","Girella leonina","クロメジナ","C","100","HIGH","S","reef-associated",1,15,"211932",363
"Taxa0478","Perciformes","391_Kyphosidae","Kyphosidae","Girella mezina","オキナメジナ","C","100","HIGH","S","reef-associated",NA,NA,"3485",35
"Taxa0479","Perciformes","391_Kyphosidae","Kyphosidae","Girella punctata","メジナ","C","100","HIGH","S","reef-associated",NA,NA,"953,938",532
"Taxa0480","Perciformes","391_Kyphosidae","Kyphosidae","Kyphosus bigibbus","ノトイスズミ","C","99.99","HIGH","S","reef-associated",2,NA,"42837",190
"Taxa0481","Perciformes","391_Kyphosidae","Kyphosidae","Kyphosus cinerascens","テンジクイサキ","C","100","MODERATE","S","reef-associated",1,45,"6004",56
"Taxa0482","Perciformes","391_Kyphosidae","Kyphosidae","Kyphosus vaigiensis","イスズミ","C","99.99","MODERATE","S","reef-associated",0,40,"5877",46
"Taxa0483","Perciformes","391_Kyphosidae","Kyphosidae","Labracoglossa argenteiventris","タカベ","C","99.97","HIGH","S","reef-associated",NA,NA,"10765",64
"Taxa0484","Perciformes","391_Kyphosidae","Kyphosidae","Microcanthus strigatus","カゴカキダイ","C","99.99","HIGH","BS","reef-associated",1,140,"17813",159
"Taxa0485","Perciformes","393_Chaetodontidae","Chaetodontidae","Chaetodon adiergastos","クラカケチョウチョウウオ","C","99.4","LOW","S","reef-associated",1,30,"716",16
"Taxa0486","Perciformes","393_Chaetodontidae","Chaetodontidae","Chaetodon auriga","トゲチョウチョウウオ","C","99.95","MODERATE","S","reef-associated",1,60,"1536",22
"Taxa0487","Perciformes","393_Chaetodontidae","Chaetodontidae","Chaetodon auripes","チョウチョウウオ","C","100","MODERATE","S","reef-associated",1,30,"13,360",116
"Taxa0488","Perciformes","393_Chaetodontidae","Chaetodontidae","Chaetodon lunula","チョウハン","C","99.92","LOW","S","reef-associated",0,170,"406",8
"Taxa0489","Perciformes","393_Chaetodontidae","Chaetodontidae","Chaetodon nippon","シラコダイ","C","100","HIGH","S","reef-associated",5,30,"26",1
"Taxa0490","Perciformes","393_Chaetodontidae","Chaetodontidae","Chaetodon vagabundus","フウライチョウチョウウオ","C","100","HIGH","S","reef-associated",5,30,"3,954",28
"Taxa0491","Perciformes","394_Pomacanthidae","Pomacanthidae","Chaetodontoplus septentrionalis","キンチャクダイ","C","100","LOW","S","reef-associated",5,15,"215",4
"Taxa0492","Perciformes","394_Pomacanthidae","Pomacanthidae","Pomacanthus semicirculatus","サザナミヤッコ","C","100","HIGH","S","reef-associated",1,40,"255",5
"Taxa0493","Perciformes","396_Pentacerotidae","Pentacerotidae","Evistias acutirostris","テングダイ","C","100","HIGH","S","reef-associated",18,193,"191",3
"Taxa0494","Perciformes","396_Pentacerotidae","Pentacerotidae","U98.5_Histiopterus typus","カワビシャと近縁な種","C","95.3","MODERATE","S","reef-associated",40,421,"14",1
"Taxa0495","Perciformes","399_Teraponidae","Teraponidae","Rhynchopelates oxyrhynchus","シマイサキ","C","100","HIGH","FBS","benthopelagic",NA,NA,"918",16
"Taxa0496","Perciformes","399_Teraponidae","Teraponidae","Terapon jarbua","コトヒキ","C","100","HIGH","FBS","demersal",20,350,"970",13
"Taxa0497","Perciformes","400_Kuhliidae","Kuhliidae","Kuhlia mugil","ギンユゴイ","C","100","HIGH","BS","reef-associated",3,18,"8,350",52
"Taxa0498","Perciformes","401_Oplegnathidae","Oplegnathidae","Oplegnathus fasciatus","イシダイ","C","99.99","HIGH","S","reef-associated",1,10,"48348",242
"Taxa0499","Perciformes","401_Oplegnathidae","Oplegnathidae","Oplegnathus punctatus","イシガキダイ","C","99.97","HIGH","S","reef-associated",3,135,"7,596",87
"Taxa0500","Perciformes","402_Cirrhitidae","Cirrhitidae","Cirrhitichthys aurens","オキゴンベ","C","100","HIGH",NA,NA,NA,NA,"48",2
"Taxa0501","Perciformes","402_Cirrhitidae","Cirrhitidae","Cirrhitichthys oxycephalus","ヒメゴンベ","Ex","100","HIGH","S","reef-associated",1,40,"16",1
"Taxa0502","Perciformes","402_Cirrhitidae","Cirrhitidae","Cirrhitus pinnulatus","イソゴンベ","C","100","HIGH","S","reef-associated",0,23,"216",1
